rank,personName,age,finalWorth,category,countryOfCitizenship,selfMade,gender,continent,Age Classification
951,"Ernest Garcia, III.",39,3200,Automotive,United States,FALSE,M,North America,youth
951,Peter Gilgan,71,3200,Construction & Engineering,Canada,TRUE,M,North America,old age
951,Joseph Grendys,60,3200,Food & Beverage,United States,TRUE,M,North America,middle age
951,Thomas Hagen,86,3200,Finance & Investments,United States,FALSE,M,North America,old age
951,"Robert Hale, Jr.",55,3200,Telecom,United States,TRUE,M,North America,middle age
951,Michael Hintze,68,3200,Finance & Investments,Australia,TRUE,M,Australia,old age
951,Pansy Ho,59,3200,Gambling & Casinos,Hong Kong,FALSE,F,,middle age
951,Alan Howard,58,3200,Finance & Investments,United Kingdom,TRUE,M,Europe,middle age
951,Kei Hoi Pang,56,3200,Real Estate,China,TRUE,M,Asia,middle age
951,Rudy Ma,81,3200,Finance & Investments,Taiwan,TRUE,M,Asia,old age
951,Najib Mikati,66,3200,Telecom,Lebanon,TRUE,M,Asia,old age
951,Taha Mikati,77,3200,Telecom,Lebanon,TRUE,M,Asia,old age
951,Gail Miller,78,3200,Automotive,United States,TRUE,F,North America,old age
951,Vikas Oberoi,51,3200,Real Estate,India,FALSE,M,Asia,middle age
951,"H. Ross Perot, Jr.",63,3200,Real Estate,United States,FALSE,M,North America,old age
951,Candido Pinheiro Koren de Lima,75,3200,Healthcare,Brazil,TRUE,M,South America,old age
951,Matthew Prince,47,3200,Technology,United States,TRUE,M,North America,middle age
951,Penny Pritzker,62,3200,Finance & Investments,United States,FALSE,F,North America,old age
951,Yasumitsu Shigeta,57,3200,Telecom,Japan,TRUE,M,Asia,middle age
951,Sebastian Siemiatkowski,40,3200,Finance & Investments,Sweden,TRUE,M,Europe,youth
951,Barry Silbert,45,3200,Finance & Investments,United States,TRUE,M,North America,middle age
951,Daniel Sundheim,45,3200,Finance & Investments,United States,TRUE,M,North America,middle age
951,Rita Tong Liu,73,3200,Real Estate,Hong Kong,TRUE,F,,old age
951,Tran Dinh Long,61,3200,Manufacturing,Vietnam,TRUE,M,Asia,old age
951,Zhang Daocai,72,3200,Diversified,China,TRUE,M,Asia,old age
984,John Caudwell,69,3100,Telecom,United Kingdom,TRUE,M,Europe,old age
984,Philippe Foriel-Destezet,86,3100,Service,France,TRUE,M,Europe,old age
984,Walter Frey,78,3100,Automotive,Switzerland,FALSE,M,Europe,old age
984,Alessandra Garavoglia,62,3100,Food & Beverage,Italy,FALSE,F,Europe,old age
984,Peter Gassner,57,3100,Technology,United States,TRUE,M,North America,middle age
984,Mitchell Goldhar,60,3100,Real Estate,Canada,TRUE,M,North America,middle age
984,Otto Happel,74,3100,Construction & Engineering,Germany,FALSE,M,Europe,old age
984,Peter Hargreaves,75,3100,Finance & Investments,United Kingdom,TRUE,M,Europe,old age
984,Bom Kim,43,3100,Technology,United States,TRUE,M,North America,youth
984,Gaiteng Li,49,3100,Manufacturing,China,TRUE,M,Asia,middle age
984,Liufa Li & family,64,3100,Diversified,China,TRUE,M,Asia,old age
984,Lu Weiding,51,3100,Diversified,China,FALSE,M,Asia,middle age
984,Harsh Mariwala,70,3100,Food & Beverage,India,FALSE,M,Asia,old age
984,Samir Mehta,58,3100,Healthcare,India,FALSE,M,Asia,middle age
984,Sudhir Mehta,67,3100,Healthcare,India,FALSE,M,Asia,old age
984,Pawan Munjal & family,68,3100,Automotive,India,FALSE,M,Asia,old age
984,Nguyen Thi Phuong Thao,51,3100,Diversified,Vietnam,TRUE,F,Asia,middle age
984,Madhukar Parekh,75,3100,Manufacturing,India,FALSE,M,Asia,old age
984,Sergei Popov,50,3100,Finance & Investments,Russia,TRUE,M,Europe,middle age
984,Haim Saban,77,3100,Media & Entertainment,United States,TRUE,M,North America,old age
984,Karthik Sarma,47,3100,Finance & Investments,India,TRUE,M,Asia,middle age
984,Klaus-Peter Schulenberg,70,3100,Service,Germany,TRUE,M,Europe,old age
984,Pat Stryker,65,3100,Healthcare,United States,FALSE,F,North America,old age
984,Jeff Sutton,62,3100,Real Estate,United States,TRUE,M,North America,old age
984,Jon Yarbrough,64,3100,Gambling & Casinos,United States,TRUE,M,North America,old age
984,Gang Ye,41,3100,Media & Entertainment,Singapore,TRUE,M,Asia,youth
984,Yi Zheng,51,3100,Technology,China,TRUE,M,Asia,middle age
984,Zhang Fan,56,3100,Technology,China,TRUE,M,Asia,middle age
1012,William Ackman,55,3000,Finance & Investments,United States,TRUE,M,North America,middle age
1012,Markus Blocher,51,3000,Manufacturing,Switzerland,FALSE,M,Europe,middle age
1012,Neal Blue & family,87,3000,Manufacturing,United States,TRUE,M,North America,old age
1012,Eva Maria Bucher-Haefner,65,3000,Technology,Switzerland,FALSE,F,Europe,old age
1012,Chang Kuo-Hua,67,3000,Logistics,Taiwan,FALSE,M,Asia,old age
1012,Todd Christopher,59,3000,Fashion & Retail,United States,TRUE,M,North America,middle age
1012,Euisun Chung,51,3000,Logistics,South Korea,FALSE,M,Asia,middle age
1012,Bernard Ecclestone & family,91,3000,Sports,United Kingdom,TRUE,M,Europe,old age
1012,Michael Federmann & family,78,3000,Technology,Israel,TRUE,M,Asia,old age
1012,Gudrun Heine,67,3000,Healthcare,Germany,FALSE,F,Europe,old age
1012,Heidi Horten,81,3000,Fashion & Retail,Austria,FALSE,F,Europe,old age
1012,Dawen Huang,61,3000,Manufacturing,Hong Kong,TRUE,M,,old age
1012,Sheldon Lavin,89,3000,Food & Beverage,United States,TRUE,M,North America,old age
1012,Li Min,56,3000,Technology,China,TRUE,M,Asia,middle age
1012,Liang Yunchao,53,3000,Food & Beverage,China,TRUE,M,Asia,middle age
1012,Joseph Liemandt,53,3000,Technology,United States,TRUE,M,North America,middle age
1012,Strive Masiyiwa,61,3000,Telecom,Zimbabwe,TRUE,M,,old age
1012,Masahiro Miki,66,3000,Fashion & Retail,Japan,TRUE,M,Asia,old age
1012,Pan Laican,,3000,Food & Beverage,China,TRUE,M,Asia,NA
1012,Karsanbhai Patel,78,3000,Diversified,India,TRUE,M,Asia,old age
1012,Arvind Poddar,64,3000,Automotive,India,FALSE,M,Asia,old age
1012,Remo Ruffini,60,3000,Fashion & Retail,Italy,TRUE,M,Europe,middle age
1012,Eddy Kusnadi Sariaatmadja,68,3000,Media & Entertainment,Indonesia,TRUE,M,Asia,old age
1012,Sybill Storz,84,3000,Healthcare,Germany,FALSE,F,Europe,old age
1012,Lawrence Stroll,62,3000,Fashion & Retail,Canada,TRUE,M,North America,old age
1012,Wijono & Hermanto Tanoko,,3000,Manufacturing,Indonesia,FALSE,M,Asia,NA
1012,Michael Tojner,56,3000,Manufacturing,Austria,TRUE,M,Europe,middle age
1012,Donald Trump,75,3000,Real Estate,United States,FALSE,M,North America,old age
1012,Tsai Ming-kai,71,3000,Technology,Taiwan,TRUE,M,Asia,old age
1012,John Tyson,68,3000,Food & Beverage,United States,FALSE,M,North America,old age
1012,Rufino Vigil Gonzalez,73,3000,Metals & Mining,Mexico,TRUE,M,North America,old age
1012,Ning Wang & family,35,3000,Media & Entertainment,China,TRUE,M,Asia,youth
1012,Wang Yusuo & family,58,3000,Energy,China,TRUE,M,Asia,middle age
1012,Zhigang Wu & family,87,3000,Food & Beverage,China,TRUE,M,Asia,old age
1012,Xie Juhua & family,71,3000,Healthcare,China,FALSE,F,Asia,old age
1012,Oren Zeev,57,3000,Finance & Investments,Israel,TRUE,M,Asia,middle age
1012,Charles Zegar,74,3000,Media & Entertainment,United States,TRUE,M,North America,old age
1012,Zhang Lei,49,3000,Finance & Investments,China,TRUE,M,Asia,middle age
1012,Zhang Xin & Pan Shiyi,56,3000,Real Estate,China,TRUE,,Asia,middle age
1012,Zhu Yan & family,,3000,Real Estate,China,FALSE,F,Asia,NA
1012,Mortimer Zuckerman,84,3000,Real Estate,United States,TRUE,M,North America,old age
1053,Juan Abello,80,2900,Finance & Investments,Spain,FALSE,M,Europe,old age
1053,John Armitage,62,2900,Finance & Investments,Ireland,TRUE,M,Europe,old age
1053,Bang Si-hyuk,49,2900,Media & Entertainment,South Korea,TRUE,M,Asia,middle age
1053,Miriam Baumann-Blocher,47,2900,Manufacturing,Switzerland,FALSE,F,Europe,middle age
1053,Riley Bechtel & family,70,2900,Construction & Engineering,United States,FALSE,M,North America,old age
1053,Wilhelm Beier & family,65,2900,Healthcare,Germany,TRUE,M,Europe,old age
1053,Nicolas Berggruen,60,2900,Real Estate,United States,FALSE,M,North America,middle age
1053,Bui Thanh Nhon,64,2900,Real Estate,Vietnam,TRUE,M,Asia,old age
1053,Cao Longxiang & family,64,2900,Healthcare,China,TRUE,M,Asia,old age
1053,Deng Wen,54,2900,Food & Beverage,China,TRUE,M,Asia,middle age
1053,Daniel Dines,50,2900,Technology,Romania,TRUE,M,Europe,middle age
1053,Joseph Edelman,66,2900,Finance & Investments,United States,TRUE,M,North America,old age
1053,N. Murray Edwards,62,2900,Energy,Canada,TRUE,M,North America,old age
1053,Jane Goldman,66,2900,Real Estate,United States,FALSE,F,North America,old age
1053,Guo Zhenyu & family,58,2900,Fashion & Retail,Canada,TRUE,M,North America,middle age
1053,Stewart Horejsi & family,84,2900,Finance & Investments,United States,TRUE,M,North America,old age
1053,Zhenda Huang & family,74,2900,Construction & Engineering,China,TRUE,M,Asia,old age
1053,"Jeremy Jacobs, Sr. & family",82,2900,Service,United States,FALSE,M,North America,old age
1053,Hamilton James,70,2900,Finance & Investments,United States,TRUE,M,North America,old age
1053,Valentin Kipyatkov,45,2900,Technology,Russia,TRUE,M,Europe,middle age
1053,Li Zhongchu,58,2900,Technology,China,TRUE,M,Asia,middle age
1053,Martin Lorentzon,53,2900,Technology,Sweden,TRUE,M,Europe,middle age
1053,"Drayton McLane, Jr.",85,2900,Fashion & Retail,United States,FALSE,M,North America,old age
1053,Benjamin Otto,,2900,Fashion & Retail,Germany,FALSE,M,Europe,NA
1053,Roger Penske,85,2900,Automotive,United States,TRUE,M,North America,old age
1053,Olivier Pomel,45,2900,Technology,France,TRUE,M,Europe,middle age
1053,Jean Salata,56,2900,Finance & Investments,Chile,TRUE,M,South America,middle age
1053,Arnout Schuijff,54,2900,Technology,Netherlands,TRUE,M,Europe,middle age
1053,Shen Hua & family,59,2900,Technology,United States,TRUE,M,North America,middle age
1053,Martua Sitorus,62,2900,Manufacturing,Indonesia,TRUE,M,Asia,old age
1053,Zygmunt Solorz-Zak,65,2900,Media & Entertainment,Poland,TRUE,M,Europe,old age
1053,Warren Stephens,65,2900,Finance & Investments,United States,FALSE,M,North America,old age
1053,Tang Jinkui & family,66,2900,Manufacturing,China,TRUE,M,Asia,old age
1053,Alan Trefler,66,2900,Technology,United States,TRUE,M,North America,old age
1053,Masateru Uno & family,75,2900,Fashion & Retail,Japan,TRUE,M,Asia,old age
1053,Frank VanderSloot,73,2900,Fashion & Retail,United States,TRUE,M,North America,old age
1053,Guangming Wu,60,2900,Healthcare,China,TRUE,M,Asia,middle age
1053,Kai Wu,54,2900,Energy,China,TRUE,M,Asia,middle age
1053,Ye Fan & family,51,2900,Automotive,China,TRUE,M,Asia,middle age
1053,Yoo Jung-hyun,52,2900,Media & Entertainment,South Korea,TRUE,F,Asia,middle age
1053,Fenggang Zhao,56,2900,Energy,China,TRUE,M,Asia,middle age
1053,Zheng Xiaodong,58,2900,Manufacturing,China,TRUE,M,Asia,middle age
1053,Zhou Jianping,61,2900,Fashion & Retail,China,TRUE,M,Asia,old age
1096,Jose Joao Abdalla Filho,76,2800,Finance & Investments,Brazil,FALSE,M,South America,old age
1096,Brian Acton,50,2800,Technology,United States,TRUE,M,North America,middle age
1096,Bill Alfond,73,2800,Fashion & Retail,United States,FALSE,M,North America,old age
1096,Susan Alfond,76,2800,Fashion & Retail,United States,FALSE,F,North America,old age
1096,Ted Alfond,77,2800,Fashion & Retail,United States,FALSE,M,North America,old age
1096,Felix Baker,53,2800,Finance & Investments,United States,TRUE,M,North America,middle age
1096,Julian Baker,55,2800,Finance & Investments,United States,TRUE,M,North America,middle age
1096,Karen Virginia Beckmann Legoretta,52,2800,Food & Beverage,Mexico,FALSE,F,North America,middle age
1096,Maurizio Billi,64,2800,Healthcare,Brazil,FALSE,M,South America,old age
1096,Otto Philipp Braun,44,2800,Healthcare,Germany,FALSE,M,Europe,youth
1096,Garrett Camp,43,2800,Technology,Canada,TRUE,M,North America,youth
1096,Cao Ji,70,2800,Manufacturing,China,TRUE,M,Asia,old age
1096,Hua Chen,56,2800,Real Estate,China,TRUE,M,Asia,middle age
1096,John Paul DeJoria,77,2800,Fashion & Retail,United States,TRUE,M,North America,old age
1096,Beda Diethelm,81,2800,Healthcare,Switzerland,TRUE,M,Europe,old age
1096,K. Dinesh,67,2800,Technology,India,TRUE,M,Asia,old age
1096,Dong Fan,52,2800,Healthcare,China,TRUE,M,Asia,middle age
1096,Bennett Dorrance,76,2800,Food & Beverage,United States,FALSE,M,North America,old age
1096,Marcel Erni,57,2800,Finance & Investments,Switzerland,TRUE,M,Europe,middle age
1096,Abhay Firodia,77,2800,Automotive,India,FALSE,M,Asia,old age
1096,Alfred Gantner,54,2800,Finance & Investments,Switzerland,TRUE,M,Europe,middle age
1096,Allan Goldman,79,2800,Real Estate,United States,FALSE,M,North America,old age
1096,Amy Goldman Fowler,67,2800,Real Estate,United States,FALSE,F,North America,old age
1096,J. Tomilson Hill,73,2800,Finance & Investments,United States,TRUE,M,North America,old age
1096,Hong Jie,54,2800,Manufacturing,China,TRUE,M,Asia,middle age
1096,James Jannard,72,2800,Fashion & Retail,United States,TRUE,M,North America,old age
1096,Travis Kalanick,45,2800,Technology,United States,TRUE,M,North America,middle age
1096,Diane Kemper,76,2800,Real Estate,United States,FALSE,F,North America,old age
1096,George Kurtz,51,2800,Technology,United States,TRUE,M,North America,middle age
1096,Kwek Leng Beng,81,2800,Diversified,Singapore,FALSE,M,Asia,old age
1096,Geoffrey Kwok,36,2800,Real Estate,Hong Kong,FALSE,M,,youth
1096,Lai Jianping,,2800,Food & Beverage,China,TRUE,M,Asia,NA
1096,Maritsa Lazari & family,77,2800,Real Estate,United Kingdom,TRUE,F,Europe,old age
1096,Alexis Lê-Quôc,47,2800,Technology,United States,TRUE,M,North America,middle age
1096,Angela Leong,61,2800,Real Estate,Hong Kong,FALSE,F,,old age
1096,Lin Chen-hai,75,2800,Real Estate,Taiwan,TRUE,M,Asia,old age
1096,Sergio Mantegazza,94,2800,Service,Switzerland,TRUE,M,Europe,old age
1096,Hans Melchers,83,2800,Finance & Investments,Netherlands,TRUE,M,Europe,old age
1096,Tom Morris,67,2800,Fashion & Retail,United Kingdom,TRUE,M,Europe,old age
1096,Eugene Murtagh,79,2800,Manufacturing,Ireland,TRUE,M,Europe,old age
1096,Philip Niarchos,68,2800,Diversified,Greece,FALSE,M,Europe,old age
1096,Pan Dong,57,2800,Fashion & Retail,Canada,TRUE,F,North America,middle age
1096,Sean Parker,42,2800,Technology,United States,TRUE,M,North America,youth
1096,Richard Peery,83,2800,Real Estate,United States,TRUE,M,North America,old age
1096,Gregorio Perez Companc & family,86,2800,Energy,Argentina,TRUE,M,South America,old age
1096,Sebastian Piñera & family,72,2800,Finance & Investments,Chile,TRUE,M,South America,old age
1096,Nicholas Pritzker,78,2800,Finance & Investments,United States,FALSE,M,North America,old age
1096,Jeff Rothschild,67,2800,Technology,United States,TRUE,M,North America,old age
1096,Steven Sarowitz,56,2800,Technology,United States,TRUE,M,North America,middle age
1096,Isabella Seràgnoli,76,2800,Manufacturing,Italy,FALSE,F,Europe,old age
1096,Stephen Smith,70,2800,Finance & Investments,Canada,TRUE,M,North America,old age
1096,William Stone,66,2800,Technology,United States,TRUE,M,North America,old age
1096,Sun Hongbin,59,2800,Real Estate,United States,TRUE,M,North America,middle age
1096,Sun Shoukuan,72,2800,Manufacturing,China,TRUE,M,Asia,old age
1096,"Henry Sy, Jr.",69,2800,Diversified,Philippines,FALSE,M,Asia,old age
1096,Andrew Tan,70,2800,Diversified,Philippines,TRUE,M,Asia,old age
1096,Kenneth Tuchman,62,2800,Service,United States,TRUE,M,North America,old age
1096,Tung Chee Hwa,84,2800,Logistics,Hong Kong,FALSE,M,,old age
1096,Bulat Utemuratov,64,2800,Metals & Mining,Kazakhstan,TRUE,M,Europe,old age
1096,Anna Katharina Viessmann,,2800,Manufacturing,Germany,FALSE,F,Europe,NA
1096,Xicheng Wang & family,73,2800,Manufacturing,China,TRUE,M,Asia,old age
1096,Urs Wietlisbach,60,2800,Finance & Investments,Switzerland,TRUE,M,Europe,middle age
1096,Wong Man Li,57,2800,Manufacturing,Hong Kong,TRUE,M,,middle age
1096,Xie Weitong,65,2800,Metals & Mining,Taiwan,TRUE,M,Asia,old age
1096,Xu Chuanhua & family,87,2800,Manufacturing,China,TRUE,M,Asia,old age
1096,Ye Xiaoping,59,2800,Healthcare,China,TRUE,M,Asia,middle age
1096,Weiguo Zhao,55,2800,Technology,China,TRUE,M,Asia,middle age
1163,Ben Ashkenazy,52,2700,Real Estate,United States,TRUE,M,North America,middle age
1163,Bill Austin,80,2700,Manufacturing,United States,TRUE,M,North America,old age
1163,Pavel Baudis,61,2700,Technology,Czechia,TRUE,M,Europe,old age
1163,Yvonne Bauer,45,2700,Media & Entertainment,Germany,FALSE,F,Europe,middle age
1163,Giuliana Benetton,84,2700,Fashion & Retail,Italy,TRUE,F,Europe,old age
1163,Luciano Benetton,86,2700,Fashion & Retail,Italy,TRUE,M,Europe,old age
1163,Aneel Bhusri,56,2700,Technology,United States,TRUE,M,North America,middle age
1163,George Bishop,84,2700,Energy,United States,TRUE,M,North America,old age
1163,Vivek Chand Burman,84,2700,Food & Beverage,India,FALSE,M,Asia,old age
1163,Morris Chang,90,2700,Technology,Taiwan,TRUE,M,Asia,old age
1163,Jinxia Chen,54,2700,Finance & Investments,China,FALSE,F,Asia,middle age
1163,Cho Jung-ho,63,2700,Finance & Investments,South Korea,FALSE,M,Asia,old age
1163,Jack Cockwell,81,2700,Finance & Investments,Canada,TRUE,M,North America,old age
1163,"Edward DeBartolo, Jr.",75,2700,Real Estate,United States,FALSE,M,North America,old age
1163,Abilio dos Santos Diniz,85,2700,Fashion & Retail,Brazil,FALSE,M,South America,old age
1163,"John Dorrance, III.",78,2700,Food & Beverage,Ireland,FALSE,M,Europe,old age
1163,Hailiang Feng,61,2700,Metals & Mining,China,TRUE,M,Asia,old age
1163,Xingjiang Gao,58,2700,Manufacturing,China,TRUE,M,Asia,middle age
1163,Carlos Hank Rhon,74,2700,Diversified,Mexico,FALSE,M,North America,old age
1163,Vivek Jain,66,2700,Manufacturing,India,FALSE,M,Asia,old age
1163,Brad Kelley,65,2700,Real Estate,United States,TRUE,M,North America,old age
1163,Alicia Koplowitz,68,2700,Finance & Investments,Spain,FALSE,F,Europe,old age
1163,Li Li,56,2700,Healthcare,China,TRUE,M,Asia,middle age
1163,C. Dean Metropoulos,75,2700,Food & Beverage,United States,TRUE,M,North America,old age
1163,Dan Olsson,75,2700,Diversified,Sweden,FALSE,M,Europe,old age
1163,Tor Peterson,57,2700,Metals & Mining,United States,TRUE,M,North America,middle age
1163,John Pritzker,68,2700,Finance & Investments,United States,FALSE,M,North America,old age
1163,Hussain Sajwani,69,2700,Real Estate,United Arab Emirates,TRUE,M,,old age
1163,Tseng Cheng,60,2700,Manufacturing,Taiwan,FALSE,M,Asia,middle age
1163,Jerry Yang,53,2700,Technology,United States,TRUE,M,North America,middle age
1163,Takao Yasuda,72,2700,Fashion & Retail,Japan,TRUE,M,Asia,old age
